Time,Intensity,Incidence,Polarization Angle,Wavelength
2009-03-31 04:26:26.014000+00:00,0.0017296687,96.413149664531,60,343
2009-03-31 04:27:06.013000+00:00,0.00075807131,96.407965524932,0,343
2009-03-31 04:28:05.425000+00:00,0.0010100449,96.400265134514,120,441
2009-03-31 04:28:37.425000+00:00,0.0028165767,96.396117517294,60,441
2010-03-05 20:36:49.721000+00:00,0.096060015,56.698682186433,60,51
2010-03-05 19:54:01.689000+00:00,0.09077967,56.709474910954,0,51
2010-04-24 02:55:33.141000+00:00,0.061638661,60.330667376032,0,51
2010-03-05 21:21:17.702000+00:00,0.094222359,56.69241748971,120,51
2010-04-24 02:56:35.464000+00:00,0.087465122,60.335258065971,60,51
2010-04-24 02:57:36.408000+00:00,0.091773242,60.339749201551,120,51
2010-04-24 02:58:08.998000+00:00,0.043397274,60.342151671117,IR,51
2010-06-13 13:04:47.418000,0.099465914,84.042172235024,IR,51
2010-06-13 13:05:56.371000+00:00,0.10722873,84.051154028737,0,51
2010-06-13 13:06:58.051000+00:00,0.058406089,84.059188471153,60,51
2010-06-13 13:08:00.150000+00:00,0.059328485,84.067277517957,120,51
2010-06-25 22:32:12.714000+00:00,0.082097761,55.203613607327,0,51
2010-06-25 22:34:16.717000+00:00,0.074343376,55.205613406322,120,51
2010-06-25 22:33:14.657000+00:00,0.10392014,55.20461119354,60,51
2010-06-25 22:35:37.770000,0.065079816,55.20692647206,IR,51
2010-06-28 22:19:04.872000+00:00,0.077058583,77.340312387627,0,51
2010-06-28 22:20:06.655000+00:00,0.050122067,77.348181032641,60,51
2010-06-28 22:21:08.745000+00:00,0.034073081,77.356089203491,120,51
2010-06-28 22:22:29.932000,0.068206117,77.366430331888,IR,51
2011-03-09 14:16:52.124000+00:00,0.0746461,56.843176927559,120,750
2011-03-11 13:59:22.040000+00:00,0.051787715,76.193851485324,0,750
2011-03-11 14:00:50.043000+00:00,0.06861347,76.205240483059,60,750
2011-03-11 14:02:22.046000+00:00,0.06239095,76.217147636527,120,750
2011-03-29 18:19:16.118000+00:00,0.010832064,99.467579103253,0,750
2011-03-29 18:20:43.122000+00:00,0.0057713795,99.476599001338,60,750
2011-03-29 18:22:17.121000+00:00,0.0035617198,99.486341279824,120,750
2011-04-12 11:03:59.644000+00:00,0.12778579,75.189209443935,0,750
2011-04-12 11:05:29.647000+00:00,0.069858871,75.200835725736,60,750
2011-04-12 11:07:03.646000+00:00,0.068987899,75.212978780348,120,750
2011-04-25 17:29:24.395000+00:00,0.13301921,51.948795519698,0,750
2011-04-25 17:30:43.895000+00:00,0.13471253,51.952235167163,60,750
2011-04-25 17:32:00.394000+00:00,0.14274333,51.95554909518,120,750
2011-05-12 09:41:25.796000+00:00,0.15420039,55.584673154669,0,750
2011-05-12 09:42:43.795000+00:00,0.14114237,55.590987869795,60,750
2011-05-12 09:44:01.795000+00:00,0.14482127,55.597305870873,120,750
2011-05-16 15:59:37.970000+00:00,0.012485255,98.880742735279,0,750
2011-05-16 16:00:59.477000+00:00,0.020884305,98.889155484132,60,750
2011-05-16 16:02:15.976000+00:00,0.018291911,98.897049329236,120,750
2011-05-16 16:03:47.980000+00:00,0.016898196,98.906540547625,IR,750
2011-12-26 08:46:59.154000+00:00,0.013181152,97.528700686312,60,750
2011-12-26 08:48:15.654000+00:00,0.016813239,97.536086906495,120,750
2012-01-08 01:02:25.224000+00:00,0.083783254,62.755831609078,0,750
2012-01-08 01:03:43.224000+00:00,0.087368868,62.765172868532,60,750
2012-01-08 01:05:01.223000+00:00,0.097540557,62.774515380194,120,750
2012-01-09 18:32:23.779000+00:00,0.061498128,81.836034862234,0,750
2012-01-09 18:33:43.279000+00:00,0.053767364,81.846180590282,60,750
2012-01-09 18:35:01.278000+00:00,0.059941866,81.856134139396,120,750
2012-01-21 00:29:25.095000+00:00,0.14434516,47.636314990378,0,750
2012-01-21 00:30:43.095000+00:00,0.096559294,47.633892279957,60,750
2012-01-21 00:32:01.094000+00:00,0.10996753,47.631474190531,120,750
2012-01-23 00:04:23.510000+00:00,0.10989719,53.313296232142,0,750
2012-01-23 00:05:43.009000+00:00,0.12201235,53.320380404768,60,750
2012-01-23 00:07:01.009000+00:00,0.13206084,53.327334022372,120,750
2012-01-25 00:10:25.913000+00:00,0.13730669,73.464855301066,0,750
2012-01-25 00:11:56.416000+00:00,0.098833591,73.476632649197,60,750
2005-03-31 11:52:08.748000+00:00,0.0041474109,110.01595692445,90,939
2005-03-31 12:15:00.739000+00:00,0.0047647473,110.19236093955,90,939
2005-03-31 11:57:27.746000+00:00,0.0026396825,110.05695825691,0,939
2005-03-31 12:20:37.737000+00:00,0.0029910104,110.23571411228,0,939
2005-03-31 12:55:13.723000+00:00,0.0028210471,110.50297915153,0,939
2005-03-31 13:01:03.721000+00:00,0.0033285823,110.54807142237,0,939
2005-03-31 13:30:50.610000+00:00,0.0013349145,110.7784305986,0,728
2005-03-31 13:19:17.414000+00:00,0.0021917138,110.68903807285,90,728
2005-03-31 13:36:08.708000+00:00,0.0030717368,110.8194633608,0,939
2005-03-31 13:42:03.705000+00:00,0.0031480058,110.86526452309,0,939
2005-03-31 14:17:48.692000+00:00,0.0020488896,111.14219685033,0,752
2005-03-31 13:53:33.701000+00:00,0.00098216021,110.95431252944,0,890
2005-03-31 14:29:25.587000+00:00,0.0012941217,111.23223872775,0,728
2005-04-16 10:49:53.998000+00:00,0.0024838801,109.7051040697,0,890
2005-04-16 10:51:44.006000+00:00,0.001167802,109.71923353694,90,890
2005-04-16 10:57:41.976000,0.0058914837,109.76521846907,0,939
2005-04-16 10:59:27.983000+00:00,0.0033984908,109.7788382463,90,939
2005-04-16 12:20:37.925000,0.005249389,110.40551721951,0,939
2005-04-16 12:22:38.924000+00:00,0.0038194589,110.42111145001,90,939
2005-04-16 12:40:32.817000+00:00,0.0021106731,110.55956172101,0,728
2005-04-16 12:42:35.616000+00:00,0.0014840504,110.57539886306,90,728
2005-04-16 12:59:49.910000+00:00,0.0019499935,110.70883317729,0,890
2005-04-16 13:01:50.909000+00:00,0.0011881593,110.72444828762,90,890
2005-04-16 13:19:47.902000+00:00,0.0028991899,110.86348140817,0,752
2005-04-16 13:21:49.151000+00:00,0.0022918973,110.87913896587,90,752
2005-08-21 22:30:04.541000+00:00,0.0032552241,105.34097576904,0,939
2005-08-21 22:32:04.540000+00:00,0.0046931151,105.35611144469,90,939
