Time,Intensity,SubSolarAzimuth,Polarization Angle,Wavelength
2006-03-19 12:48:53.973000+00:00,0.00013391628,194.03280923955,0,890
2006-03-19 12:50:40.477000+00:00,0.00059705909,194.04919426772,90,752
2006-03-19 12:52:33.691000+00:00,0.00031843013,194.06672978825,90,728
2006-03-19 12:51:19.384000+00:00,0.00029698524,194.05521628087,0,752
2006-04-30 14:28:10.300000+00:00,0.067113079,85.880983850382,0,752
2006-04-30 14:34:25.298000+00:00,0.086039849,86.069884256164,90,752
2006-03-19 12:53:18.895000+00:00,0.00020588982,194.07373150762,0,728
2006-04-30 17:09:14.766000+00:00,0.02677493,90.774123821746,0,890
2006-04-30 14:46:16.994000+00:00,0.042669479,86.419913635378,0,728
2006-04-30 14:51:59.491000+00:00,0.060549326,86.593244710831,90,728
2006-04-30 17:15:43.764000+00:00,0.039599981,90.971917138398,90,890
2006-04-30 17:28:02.451000+00:00,0.06157634,91.347507059077,90,728
2007-12-04 14:27:42.270000+00:00,0.0024362514,270.84853816873,90,939
2006-04-30 17:35:04.949000+00:00,0.042913504,91.562317524234,0,728
2007-12-04 14:30:11.381000+00:00,0.00033397446,270.94824618006,90,728
2007-12-04 14:30:44.389000+00:00,0.00052182184,270.97031598734,0,728
2006-04-30 17:47:43.994000+00:00,0.063669071,91.948198159824,0,752
2007-12-04 14:31:17.948000+00:00,0.00049213477,270.99275337265,0,752
2006-04-30 18:13:48.134000+00:00,0.089837179,92.743099397663,90,752
2007-12-04 14:31:50.948000+00:00,0.00050527044,271.01481657612,90,752
2008-01-05 11:35:51.848000+00:00,0.0026831659,267.61887643383,90,939
2008-01-05 11:34:07.845000+00:00,0.001673792,267.54975202548,0,939
2008-01-05 11:38:26.862000+00:00,0.00059033174,267.72189674151,90,728
2008-01-05 11:38:59.966000+00:00,0.00025074912,267.74390108745,0,728
2008-01-06 06:13:00.370000+00:00,0.001657013,307.36676063005,0,939
2008-01-05 11:39:33.526000+00:00,0.00044317616,267.76620987953,0,752
2008-01-05 11:40:06.456000+00:00,0.00066702906,267.78810024612,90,752
2008-01-06 06:13:41.870000+00:00,0.0030744274,307.38630698919,90,939
2009-02-07 18:12:56.117000+00:00,0.00089193397,272.12896836602,0,939
2009-02-07 18:14:46.117000+00:00,0.0017938195,272.19737407946,90,939
2009-02-07 18:19:24.125999,0.00062494533,272.37024755886,90,890
2009-02-07 18:20:58.126000+00:00,0.00017666908,272.42869370686,0,890
2009-08-25 21:38:34.813000+00:00,0.050196864,69.685072411204,90,890
2009-08-25 21:39:46.813000+00:00,0.048559215,69.724389102096,0,890
2009-02-07 18:22:13.133000+00:00,0.00017557431,272.47534056759,0,728
